timestamp,BP,COP,CVX,EOG,PBR,WTI,XOM
2023-10-13 08:00:00,0.004251600501608976,-8.164591225656951e-11,0.0007373271608775695,-7.642342314832001e-11,0.008606474173853424,0.002472186670141481,0.0023302428402292292
2023-10-13 09:00:00,-0.00249750404512744,-8.141332053289156e-11,0.002205612890153182,-7.642342314832001e-11,0.004612857601396838,0.002472186670141481,0.0017660458184138657
2023-10-13 10:00:00,0.002745539974653476,-8.141332053289156e-11,-0.0012815429697298393,-7.642342314832001e-11,0.0019704433298364608,-2.481389541367783e-09,-0.0003709887818300639
2023-10-13 11:00:00,-0.0012476610475319636,0.002354757208310674,0.0013462245944138931,7.621653141618253e-05,0.009858771271166033,0.0073801048284867525,0.0003710574253904392
2023-10-13 12:00:00,0.0009623365579289688,0.008178514269410466,0.003598652922271637,-0.004561011403406306,0.007187224010367708,0.002472186670141481,0.0012977383170340382
2023-10-13 13:00:00,-0.00249750404512744,0.001901641162901809,-0.007848467597367846,0.0012139606194480593,0.011028330389162476,-0.00493828410363664,0.0036530986960654427
2023-10-13 14:00:00,-0.003382402472667581,0.008374314097829768,0.006413327227516874,0.010034412084014703,-0.0029065100380897017,0.017324308806465127,0.0038699024614906887
2023-10-13 15:00:00,-0.0010043945601424507,8.01634534848342e-05,0.0019214414640056296,0.0042311859128556055,0.00038814788933805403,-0.0019469487752108465,0.004358904696719463
2023-10-13 16:00:00,0.0031353882833637745,0.008220645600258324,0.0038991153942509378,0.004993488967205305,0.005802723565945895,0.00727275689598969,0.007298636450140691
2023-10-13 17:00:00,0.0018316762451785773,-0.0017103200875141808,-0.0010647199119431076,-0.002232642216314107,-0.007276794851407502,-0.013145274470365575,-0.0015463687075853085
2023-10-13 18:00:00,0.0038675112764892405,0.0005572582240073105,0.0006694458455087034,0.000819458383815082,0.0010159932533762208,0.010944519416092383,0.0008644811603341514
2023-10-13 19:00:00,-0.003367216749699369,-0.006386737420782604,-0.001765762994129588,-0.003505242877372999,-0.0025889988563178186,-0.006079048500624723,-0.0007278683789309966
2023-10-13 20:00:00,-2.4993751516004075e-10,8.008165943494163e-07,-6.094036992469893e-05,0.0011947431976266807,0.001941119340676159,-0.004889987733216085,-0.0004932973562783737
2023-10-13 21:00:00,-2.5000002071634275e-10,-8.001910245845476e-11,-6.094036992469893e-05,-0.0007465473284114005,-6.464124793083919e-10,-2.450920247537921e-09,-0.0002712667623810601
2023-10-13 22:00:00,0.0002499685052073032,-0.000720547727395287,4.2618807711735255e-05,0.0002984628435712636,0.0031732538259116832,-2.427361203875609e-09,9.103727986214049e-05
2023-10-13 23:00:00,-2.4968793702404266e-10,0.0010405410951641126,0.0008525149097238145,0.0002984628435712636,-0.004508864964141896,0.0001459936249206504,-0.000910332425137227
2023-10-16 08:00:00,0.0027434856960006225,0.0010405410951641126,-0.0006688760700359542,-7.438272220660263e-11,0.0006416419852343204,0.0001459936249206504,0.0013627073650270018
2023-10-16 09:00:00,0.0027434856960006225,-7.995515361223123e-11,-6.074596381651294e-11,-7.438272220660263e-11,-0.004508864964141896,0.0001459936249206504,0.0037105793058656365
2023-10-16 10:00:00,-0.000497141695486805,-7.995515361223123e-11,0.0034462985830217966,-7.438272220660263e-11,-0.004508864964141896,0.0001459936249206504,0.0018902745624958495
2023-10-16 11:00:00,0.0007463612735142838,0.000796495382578471,-0.0015094343091862138,-0.003731347687346085,0.005148015872239842,-2.4038461250457325e-09,-0.004052416820276947
2023-10-16 12:00:00,0.0034550067958317074,-0.0018270649717788948,-6.514451817521187e-05,0.006837125251520427,0.0038585250431996464,-2.4385485882550676e-09,-0.003583362016926664
2023-10-16 13:00:00,-0.008982096564213159,-0.0068591751615630055,-0.008304839717915406,-0.008798804136977607,-0.011607544736210788,-0.013439422788845488,-0.012436051980053948
2023-10-16 14:00:00,0.006869445360288628,0.002318053793572771,0.004920283213939823,0.0031748647488047178,-6.493506845449661e-10,0.007352971845234011,0.0031918315364353167
2023-10-16 15:00:00,0.00079878444641367,0.001994018527024027,0.003326984830805149,-0.001196261899623286,0.010978475776972725,0.0024390231573565534,-4.5526029460965145e-05
2023-10-16 16:00:00,0.001386752264292885,0.0001991674009173279,-0.00030984937523620285,-0.000523619041752937,0.008951465779361973,0.0012172831676981373,0.00027311202317004276
2023-10-16 17:00:00,0.0004966473903306204,-0.00023903438222895224,0.0001812195480454097,0.0009351562579151697,-0.00031842127308745623,0.0012143268022681314,0.0009098352915457508
2023-10-16 18:00:00,-2.482313244153718e-10,0.0013735854926690755,-0.00017336613840974758,0.0020915820726542197,0.004765695436071746,0.0012143268022681314,0.0002718797598439726
2023-10-16 19:00:00,-0.0016150077425913854,-0.0027891798771870584,-0.0011484875079565981,7.46128707648046e-05,0.0019005384238586513,-0.0012143316595862558,-0.00045473157982179105
2023-10-16 20:00:00,-2.48632559016571e-10,-7.98020538571232e-11,0.0015103460958544618,-7.461020690436528e-11,-0.0019017444711298685,-0.002430137280476175,-0.00036403358609318493
2023-10-16 21:00:00,-2.48570719594084e-10,-7.98020538571232e-11,-0.0015121733411847295,-7.438272220660263e-11,-6.345177718595448e-10,-0.002430137280476175,0.001634877657440379
2023-10-16 22:00:00,0.0002486013685582326,-7.955447412261206e-11,-0.0015121733411847295,-7.453238027033325e-11,-6.309148760977516e-10,-0.002430137280476175,0.00018163645494600962
2023-10-16 23:00:00,0.0002486013685582326,-7.955447412261206e-11,6.046125942593914e-05,-0.0007465473284114005,-6.345177718595448e-10,-0.002430137280476175,-0.0006356991541039183
